Angle,Distance,ObjTemp,AmbTemp
90,4,75.51,76.95
90,4,75.51,76.98
90,4,75.51,76.98
90,4,75.51,76.98
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,77.09
90,4,75.40,77.09
90,4,75.40,77.09
90,4,75.36,77.09
90,4,75.36,77.09
90,4,75.36,77.02
90,4,75.36,77.02
90,4,75.36,77.02
90,4,75.58,77.02
90,4,75.58,77.02
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.36,76.98
90,4,75.36,76.98
90,4,75.36,76.98
90,4,75.36,76.98
90,4,75.36,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,77.02
90,4,75.40,77.02
90,4,75.40,77.02
90,4,75.40,77.02
90,4,75.58,77.02
90,4,75.58,77.02
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.58,76.98
90,4,75.47,76.98
90,4,75.47,76.98
90,4,75.47,76.95
90,4,75.47,76.95
90,4,75.47,76.95
90,4,75.40,76.95
90,4,75.40,76.95
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.47,76.98
90,4,75.47,76.98
90,4,75.47,76.98
90,4,75.47,76.98
90,4,75.47,76.98
90,4,75.40,76.98
90,4,75.40,76.98
90,4,75.40,76.95
90,4,75.40,76.95
90,4,75.40,76.95
90,4,75.47,76.95
90,4,75.47,76.95
90,4,75.47,77.05
90,4,75.47,77.05
90,4,75.47,77.05
90,4,75.47,77.05
90,4,75.69,77.05
90,4,75.69,77.05
90,4,75.69,77.13
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,76.87
90,5,75.15,76.87
90,5,75.15,76.87
90,5,75.15,76.87
90,5,75.15,76.87
90,5,75.04,76.87
90,5,75.04,76.87
90,5,75.04,76.87
90,5,75.04,77.02
90,5,75.04,77.02
90,5,75.04,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,74.93,76.95
90,5,74.93,76.95
90,5,74.93,76.98
90,5,74.93,76.98
90,5,74.93,76.98
90,5,75.18,76.98
90,5,75.18,76.98
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,77.02
90,5,75.15,77.02
90,5,75.15,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.18,77.02
90,5,75.04,77.02
90,5,75.04,77.02
90,5,75.04,77.02
90,5,75.04,77.02
90,5,75.04,77.02
90,5,75.36,77.02
90,5,75.36,77.02
90,5,75.36,77.09
90,5,75.36,77.09
90,5,75.36,77.09
90,5,75.18,77.09
90,5,75.18,77.09
90,5,75.18,76.91
90,5,75.18,76.91
90,5,75.18,76.91
90,5,75.07,76.91
90,5,75.07,76.91
90,5,75.07,76.91
90,5,75.07,77.05
90,5,75.07,77.05
90,5,75.07,77.05
90,5,75.40,77.05
90,5,75.40,77.05
90,5,75.40,76.98
90,5,75.40,76.98
90,5,75.40,76.98
90,5,75.15,76.98
90,5,75.15,76.98
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.18,76.95
90,5,75.04,76.95
90,5,75.04,76.95
90,5,75.04,76.91
90,5,75.04,76.91
90,5,75.04,76.91
90,5,75.07,76.91
90,5,75.07,76.91
90,5,75.07,76.95
90,5,75.07,76.95
90,5,75.07,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,5,75.15,76.95
90,6,74.97,76.98
90,6,74.97,76.98
90,6,74.97,76.98
90,6,74.97,76.98
90,6,74.97,76.98
90,6,74.68,76.98
90,6,74.68,76.98
90,6,74.68,76.98
90,6,74.68,77.09
90,6,74.68,77.09
90,6,74.68,77.09
90,6,75.07,77.09
90,6,75.07,77.09
90,6,75.07,77.02
90,6,75.07,77.02
90,6,75.07,77.02
90,6,75.07,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.05
90,6,74.82,77.05
90,6,74.82,77.05
90,6,75.07,77.05
90,6,75.07,77.05
90,6,75.07,77.09
90,6,75.07,77.09
90,6,75.07,77.09
90,6,75.07,77.09
90,6,75.07,77.09
90,6,75.07,77.02
90,6,75.07,77.02
90,6,75.07,77.02
90,6,74.68,77.02
90,6,74.68,77.02
90,6,74.68,76.98
90,6,74.68,76.98
90,6,74.68,76.98
90,6,75.07,76.98
90,6,75.07,76.98
90,6,75.07,76.98
90,6,75.07,76.98
90,6,75.07,76.98
90,6,74.97,76.98
90,6,74.97,76.98
90,6,74.97,77.02
90,6,74.97,77.02
90,6,74.97,77.02
90,6,74.97,77.02
90,6,74.75,77.02
90,6,74.75,77.02
90,6,74.75,76.87
90,6,74.75,76.87
90,6,74.75,76.87
90,6,74.82,76.87
90,6,74.82,76.87
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,75.07,77.02
90,6,75.07,77.02
90,6,75.07,76.98
90,6,75.07,76.98
90,6,75.07,76.98
90,6,74.93,76.98
90,6,74.93,76.98
90,6,74.93,77.02
90,6,74.93,77.02
90,6,74.93,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,74.82,77.02
90,6,75.07,77.02
90,6,75.07,77.02
90,6,75.07,76.95
90,6,75.07,76.95
90,6,75.07,76.95
90,6,74.93,76.95
90,6,74.93,76.95
90,6,74.93,77.02
90,6,74.93,77.02
90,6,74.93,77.02
90,6,74.97,77.02
90,6,74.97,77.02
90,6,74.97,76.95
90,6,74.97,76.95
90,6,74.97,76.95
90,6,74.97,76.95
90,6,74.97,76.95
90,6,74.97,76.98
90,6,74.97,76.98
90,6,74.97,76.98
90,6,75.07,76.98
45,1,77.88,77.27
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.67,77.27
45,1,77.67,77.27
45,1,77.67,77.34
45,1,77.67,77.34
45,1,77.67,77.34
45,1,77.88,77.34
45,1,77.88,77.34
45,1,77.88,77.31
45,1,77.88,77.31
45,1,77.88,77.31
45,1,77.74,77.31
45,1,77.74,77.31
45,1,77.74,77.20
45,1,77.74,77.20
45,1,77.74,77.20
45,1,77.74,77.20
45,1,77.74,77.20
45,1,77.74,77.20
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.74,77.27
45,1,77.63,77.27
45,1,77.63,77.27
45,1,77.63,77.27
45,1,77.63,77.27
45,1,77.63,77.27
45,1,77.67,77.27
45,1,77.67,77.27
45,1,77.67,77.27
45,1,77.67,77.27
45,1,77.67,77.27
45,1,77.77,77.27
45,1,77.77,77.27
45,1,77.77,77.27
45,1,77.77,77.27
45,1,77.77,77.27
45,1,77.95,77.27
45,1,77.95,77.27
45,1,77.95,77.16
45,1,77.95,77.16
45,1,77.95,77.16
45,1,77.74,77.16
45,1,77.74,77.16
45,1,77.74,77.20
45,1,77.74,77.20
45,1,77.74,77.20
45,1,77.77,77.20
45,1,77.77,77.20
45,1,77.77,77.20
45,1,77.77,77.20
45,1,77.77,77.20
45,1,77.77,77.20
45,1,77.74,77.20
45,1,77.74,77.20
45,1,77.74,77.16
45,1,77.74,77.16
45,1,77.74,77.16
45,1,77.85,77.16
45,1,77.85,77.16
45,1,77.85,77.27
45,1,77.85,77.27
45,1,77.85,77.27
45,1,77.67,77.27
45,1,77.67,77.27
45,1,77.67,77.34
45,1,77.67,77.34
45,1,77.67,77.34
45,1,77.85,77.34
45,1,77.85,77.34
45,1,77.85,77.31
45,1,77.85,77.31
45,1,77.85,77.31
45,1,77.67,77.31
45,1,77.67,77.31
45,1,77.67,77.31
45,1,77.67,77.31
45,1,77.67,77.31
45,1,77.77,77.31
45,1,77.77,77.31
45,1,77.77,77.31
45,1,77.77,77.31
45,1,77.77,77.31
45,1,77.74,77.31
45,1,77.74,77.31
45,1,77.74,77.16
45,1,77.74,77.16
45,1,77.74,77.16
45,1,77.74,77.16
45,1,77.85,77.16
45,1,77.85,77.16
45,1,77.85,77.27
45,2,76.37,77.16
45,2,76.37,77.16
45,2,76.37,77.16
45,2,76.37,77.20
45,2,76.37,77.20
45,2,76.37,77.20
45,2,76.37,77.20
45,2,76.33,77.20
45,2,76.33,77.20
45,2,76.33,77.20
45,2,76.33,77.20
45,2,76.33,77.20
45,2,76.33,77.20
45,2,76.55,77.20
45,2,76.55,77.20
45,2,76.55,77.20
45,2,76.55,77.20
45,2,76.55,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.27
45,2,76.44,77.27
45,2,76.44,77.27
45,2,76.44,77.27
45,2,76.66,77.27
45,2,76.66,77.27
45,2,76.66,77.20
45,2,76.66,77.20
45,2,76.66,77.20
45,2,76.59,77.20
45,2,76.59,77.20
45,2,76.59,77.31
45,2,76.59,77.31
45,2,76.59,77.31
45,2,76.48,77.31
45,2,76.48,77.31
45,2,76.48,77.16
45,2,76.48,77.16
45,2,76.48,77.16
45,2,76.23,77.16
45,2,76.23,77.16
45,2,76.23,77.27
45,2,76.23,77.27
45,2,76.23,77.27
45,2,76.37,77.27
45,2,76.37,77.27
45,2,76.37,77.59
45,2,76.37,77.59
45,2,76.37,77.59
45,2,76.80,77.59
45,2,76.80,77.59
45,2,76.80,77.27
45,2,76.80,77.27
45,2,76.80,77.27
45,2,76.26,77.27
45,2,76.26,77.27
45,2,76.26,77.31
45,2,76.26,77.31
45,2,76.26,77.31
45,2,76.26,77.31
45,2,76.44,77.31
45,2,76.44,77.31
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.55,77.20
45,2,76.55,77.20
45,2,76.55,77.27
45,2,76.55,77.27
45,2,76.55,77.27
45,2,76.44,77.27
45,2,76.44,77.27
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.23,77.20
45,2,76.23,77.20
45,2,76.23,77.20
45,2,76.23,77.20
45,2,76.23,77.20
45,2,76.59,77.20
45,2,76.59,77.20
45,2,76.59,77.13
45,2,76.59,77.13
45,2,76.59,77.13
45,2,76.59,77.13
45,2,76.15,77.13
45,2,76.15,77.13
45,2,76.15,77.20
45,2,76.15,77.20
45,2,76.15,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,2,76.44,77.20
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.20
45,3,75.61,77.20
45,3,75.61,77.20
45,3,75.61,77.20
45,3,75.61,77.20
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.51,77.27
45,3,75.51,77.27
45,3,75.51,77.27
45,3,75.51,77.27
45,3,75.51,77.27
45,3,75.72,77.27
45,3,75.72,77.27
45,3,75.72,77.20
45,3,75.72,77.20
45,3,75.72,77.20
45,3,75.72,77.20
45,3,75.72,77.20
45,3,75.72,77.20
45,3,75.72,77.20
45,3,75.72,77.20
45,3,75.72,77.20
45,3,75.58,77.20
45,3,75.58,77.20
45,3,75.58,77.27
45,3,75.58,77.27
45,3,75.58,77.27
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.69,77.27
45,3,75.72,77.27
45,3,75.72,77.27
45,3,75.72,77.16
45,3,75.72,77.16
45,3,75.72,77.16
45,3,75.69,77.16
45,3,75.69,77.16
45,3,75.69,77.20
45,3,75.69,77.20
45,3,75.69,77.20
45,3,75.47,77.20
45,3,75.47,77.20
45,3,75.47,77.27
45,3,75.47,77.27
45,3,75.47,77.27
45,3,75.47,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.20
45,3,75.61,77.20
45,3,75.61,77.20
45,3,75.61,77.20
45,3,75.61,77.20
45,3,75.61,77.31
45,3,75.61,77.31
45,3,75.61,77.31
45,3,75.72,77.31
45,3,75.72,77.31
45,3,75.72,77.41
45,3,75.72,77.41
45,3,75.72,77.41
45,3,75.79,77.41
45,3,75.79,77.41
45,3,75.79,77.31
45,3,75.79,77.31
45,3,75.79,77.31
45,3,75.51,77.31
45,3,75.51,77.31
45,3,75.51,77.27
45,3,75.51,77.27
45,3,75.51,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.27
45,3,75.61,77.31
45,3,75.61,77.31
45,3,75.61,77.31
45,3,75.61,77.31
45,3,75.51,77.31
45,3,75.51,77.31
45,3,75.51,77.16
45,3,75.51,77.16
45,3,75.51,77.16
45,4,75.36,77.20
45,4,75.36,77.20
45,4,75.36,77.20
45,4,75.36,77.27
45,4,75.36,77.27
45,4,75.36,77.27
45,4,75.36,77.27
45,4,75.36,77.27
45,4,75.18,77.27
45,4,75.18,77.27
45,4,75.18,77.27
45,4,75.18,77.31
45,4,75.18,77.31
45,4,75.18,77.31
45,4,75.40,77.31
45,4,75.40,77.31
45,4,75.40,77.16
45,4,75.40,77.16
45,4,75.40,77.16
45,4,75.15,77.16
45,4,75.15,77.16
45,4,75.15,77.31
45,4,75.15,77.31
45,4,75.15,77.31
45,4,75.36,77.31
45,4,75.36,77.31
45,4,75.36,77.27
45,4,75.36,77.27
45,4,75.36,77.27
45,4,75.29,77.27
45,4,75.29,77.27
45,4,75.29,77.31
45,4,75.29,77.31
45,4,75.29,77.31
45,4,75.25,77.31
45,4,75.25,77.31
45,4,75.25,77.16
45,4,75.25,77.16
45,4,75.25,77.16
45,4,75.07,77.16
45,4,75.07,77.16
45,4,75.07,77.16
45,4,75.07,77.20
45,4,75.07,77.20
45,4,75.07,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.31
45,4,75.25,77.31
45,4,75.25,77.31
45,4,75.40,77.31
45,4,75.40,77.31
45,4,75.40,77.27
45,4,75.40,77.27
45,4,75.40,77.27
45,4,75.25,77.27
45,4,75.25,77.27
45,4,75.25,77.31
45,4,75.25,77.31
45,4,75.25,77.31
45,4,75.25,77.31
45,4,75.25,77.31
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.25,77.20
45,4,75.18,77.20
45,4,75.18,77.20
45,4,75.18,77.20
45,4,75.18,77.20
45,4,75.18,77.20
45,4,75.29,77.20
45,4,75.29,77.20
45,4,75.29,77.16
45,4,75.29,77.16
45,4,75.29,77.16
45,4,75.15,77.16
45,4,75.15,77.16
45,4,75.15,77.27
45,4,75.15,77.27
45,4,75.15,77.27
45,4,75.29,77.27
45,4,75.29,77.27
45,4,75.29,77.16
45,4,75.29,77.16
45,4,75.29,77.16
45,4,75.15,77.16
45,4,75.15,77.16
45,4,75.15,77.27
45,4,75.15,77.27
45,5,74.82,77.20
45,5,74.82,77.31
45,5,74.82,77.31
45,5,74.82,77.31
45,5,74.82,77.31
45,5,74.82,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.86,77.31
45,5,74.86,77.31
45,5,74.86,77.27
45,5,74.86,77.27
45,5,74.86,77.27
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,75.07,77.31
45,5,75.07,77.31
45,5,75.07,77.27
45,5,75.07,77.27
45,5,75.07,77.27
45,5,74.75,77.27
45,5,74.75,77.27
45,5,74.75,77.34
45,5,74.75,77.34
45,5,74.75,77.34
45,5,75.07,77.34
45,5,75.07,77.34
45,5,75.07,77.34
45,5,75.07,77.34
45,5,75.07,77.34
45,5,75.04,77.34
45,5,75.04,77.34
45,5,75.04,77.38
45,5,75.04,77.38
45,5,75.04,77.38
45,5,75.07,77.38
45,5,75.07,77.38
45,5,75.07,77.34
45,5,75.07,77.34
45,5,75.07,77.34
45,5,75.07,77.34
45,5,74.64,77.34
45,5,74.64,77.34
45,5,74.64,77.31
45,5,74.64,77.31
45,5,74.64,77.31
45,5,74.93,77.31
45,5,74.93,77.31
45,5,74.93,77.20
45,5,74.93,77.20
45,5,74.93,77.20
45,5,74.75,77.20
45,5,74.75,77.20
45,5,74.75,77.16
45,5,74.75,77.16
45,5,74.75,77.16
45,5,74.75,77.16
45,5,74.75,77.16
45,5,74.75,77.31
45,5,74.75,77.31
45,5,74.75,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.97,77.31
45,5,74.93,77.31
45,5,74.93,77.31
45,5,74.93,77.38
45,5,74.93,77.38
45,5,74.93,77.38
45,5,74.93,77.38
45,5,74.93,77.38
45,5,74.93,77.38
45,5,74.93,77.34
45,5,74.93,77.34
45,5,74.93,77.34
45,5,74.97,77.34
45,5,74.97,77.34
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.97,77.27
45,5,74.86,77.27
45,5,74.86,77.27
45,5,74.86,77.27
45,5,74.86,77.27
45,5,74.86,77.27
45,6,74.86,77.27
45,6,74.86,77.27
45,6,74.86,77.27
45,6,74.64,77.27
45,6,74.64,77.27
45,6,74.64,77.27
45,6,74.64,77.31
45,6,74.64,77.31
45,6,74.64,77.31
45,6,74.64,77.31
45,6,74.86,77.31
45,6,74.86,77.31
45,6,74.86,77.27
45,6,74.86,77.27
45,6,74.86,77.27
45,6,74.75,77.27
45,6,74.75,77.27
45,6,74.75,77.20
45,6,74.75,77.20
45,6,74.75,77.20
45,6,74.64,77.20
45,6,74.64,77.20
45,6,74.64,77.20
45,6,74.64,77.20
45,6,74.64,77.20
45,6,74.64,77.20
45,6,74.57,77.20
45,6,74.57,77.20
45,6,74.57,77.20
45,6,74.57,77.20
45,6,74.57,77.20
45,6,74.75,77.20
45,6,74.75,77.20
45,6,74.75,77.34
45,6,74.75,77.34
45,6,74.75,77.34
45,6,74.86,77.34
45,6,74.86,77.34
45,6,74.86,77.31
45,6,74.86,77.31
45,6,74.86,77.31
45,6,74.75,77.31
45,6,74.75,77.31
45,6,74.75,77.20
45,6,74.75,77.20
45,6,74.75,77.20
45,6,74.68,77.20
45,6,74.68,77.20
45,6,74.68,77.34
45,6,74.68,77.34
45,6,74.68,77.34
45,6,74.68,77.34
45,6,74.86,77.34
45,6,74.86,77.34
45,6,74.86,77.16
45,6,74.86,77.16
45,6,74.86,77.16
45,6,74.75,77.16
45,6,74.75,77.16
45,6,74.75,77.31
45,6,74.75,77.31
45,6,74.75,77.31
45,6,74.75,77.31
45,6,74.75,77.31
45,6,74.75,77.27
45,6,74.75,77.27
45,6,74.75,77.27
45,6,74.86,77.27
45,6,74.86,77.27
